ProtID	GeneXL	GeneXLok	HumanID	HumanName
A0A8J1LH73	exosc5.L	exosc5.L	56915	EXOSC5
A0A8J1LH86	ap1ar.S	ap1ar.S	55435	AP1AR
A0A8J1LHA1	tmem63c.L	tmem63c.L	57156	TMEM63C
A0A8J1LHW5	dglucy.L	dglucy.L	80017	DGLUCY
A0A8J1LHZ0	hnrnpc.S	hnrnpc.S	3183	HNRNPC
A0A8J1LHZ9	atp5f1a.S	atp5f1a.S	498	ATP5F1A
A0A8J1LI29	gsn.L	gsn.L	2934	GSN
A0A8J1LI84	prkd1.L	prkd1.L	5587	PRKD1
A0A8J1LID1	rmdn3.L	rmdn3.L	55177	RMDN3
A0A8J1LIK0	sptlc2.L	sptlc2.L	9517	SPTLC2
A0A8J1LIK7	add1.S	add1.S	118	ADD1
A0A8J1LIL8	snx2.S	snx2.S	6643	SNX2
A0A8J1LIT0	pxn.S	pxn.S	5829	PXN
A0A8J1LIT2	nin.L	nin.L	51199	NIN
A0A8J1LIY2	inip.S	inip.S	58493	INIP
A0A8J1LJA8	ncln.S	ncln.S	56926	NCLN
A0A8J1LJH0	tpm3.L	tpm3.L	7170	TPM3
A0A8J1LJN7	plekhg3.L	plekhg3.L	26030	PLEKHG3
A0A8J1LK68	pip5k1a.S	pip5k1a.S	8394	PIP5K1A
A0A8J1LKD8	tbc1d13.L	tbc1d13.L	54662	TBC1D13
A0A8J1LKH3	uba1.S	uba1.S	7317	UBA1
A0A8J1LKM4	tpm3.S	tpm3.S	7170	TPM3
A0A8J1LKS4	iqgap2.S	iqgap2.S	10788	IQGAP2
A0A8J1LKV0	golga2.S	golga2.S	2801	GOLGA2
A0A8J1LKV7	idh3g.S	idh3g.S	3421	IDH3G
A0A8J1LKY1	eif2s1.L	eif2s1.L	1965	EIF2S1
A0A8J1LKZ2	nup54.S	nup54.S	53371	NUP54
A0A8J1LL28	dpf3.S	dpf3.S	8110	DPF3
A0A8J1LL44	fut8.S	fut8.S	2530	FUT8
A0A8J1LL78	cul4b.S	cul4b.S	8450	CUL4B
A0A8J1LLJ6	prpf3.S	prpf3.S	9129	PRPF3
A0A8J1LLT5	chp1.S	chp1.S	11261	CHP1
A0A8J1LLV2	mta1.S	mta1.S	9112	MTA1
A0A8J1LM83	hmgb3.S	hmgb3.S	3149	HMGB3
A0A8J1LMI4	atl1.S	atl1.S	51062	ATL1
A0A8J1LMK9	siva1.S	siva1.S	10572	SIVA1
A0A8J1LMM6	arhgap5.S	arhgap5.S	394	ARHGAP5
A0A8J1LMS4	ptprd.S	ptprd.S	5789	PTPRD
A0A8J1LMY0	eps15l1.S	eps15l1.S	58513	EPS15L1
A0A8J1LN33	gphn.S	gphn.S	10243	GPHN
A0A8J1LN98	actn4.S	actn4.S	81	ACTN4
A0A8J1LNJ5	noc4l.S	noc4l.S	79050	NOC4L
A0A8J1LNR2	pcnx1.S	pcnx1.S	22990	PCNX1
A0A8J1LNU3	hnrnpul1.S	hnrnpul1.S	11100	HNRNPUL1
A0A8J1LNW9	las1l.S	las1l.S	81887	LAS1L
A0A8J1LP17	copa.S	copa.S	1314	COPA
A0A8J1LP21	wnk3.S	wnk3.S	65267	WNK3
A0A8J1LPI2	fermt2.S	fermt2.S	10979	FERMT2
A0A8J1LPJ2	ube2v1.L	ube2v1.L	7335	UBE2V1
A0A8J1LPK2	lancl1.L	lancl1.L	10314	LANCL1
A0A8J1LQ07	cetn3.S	cetn3.S	1070	CETN3
A0A8J1LQ82	mprip.L	mprip.L	23164	MPRIP
A0A8J1LQC7	pdlim5.S	pdlim5.S	10611	PDLIM5
A0A8J1LQE4	mapt.L	mapt.L	4137	MAPT
A0A8J1LQF9	nsf.L	nsf.L	4905	NSF
A0A8J1LQP9	cyth2.L	cyth2.L	9266	CYTH2
A0A8J1LQT6	phf8.S	phf8.S	23133	PHF8
A0A8J1LR20	arhgdia.L	arhgdia.L	396	ARHGDIA
A0A8J1LR99	capn15.L	capn15.L	6650	CAPN15
A0A8J1LRA3	baz2b.L	baz2b.L	29994	BAZ2B
A0A8J1LRC8	ttc7b.S	ttc7b.S	145567	TTC7B
A0A8J1LRH3	fip1l1.S	fip1l1.S	81608	FIP1L1
A0A8J1LRK8	nudt9.L	nudt9.L	53343	NUDT9
A0A8J1LRQ9	aldob.L	aldob.L	229	ALDOB
A0A8J1LRT3	uso1.S	uso1.S	8615	USO1
A0A8J1LRU7	mad1l1.L	mad1l1.L	8379	MAD1L1
A0A8J1LRV4	plin2.S	plin2.S	123	PLIN2
A0A8J1LRY1	dgcr6.S	dgcr6.S	8214	DGCR6
A0A8J1LRY4	eif4enif1.S	eif4enif1.S	56478	EIF4ENIF1
A0A8J1LSC3	cfap70.L	cfap70.L	118491	CFAP70
A0A8J1LSD2	ndufa10.L	ndufa10.L	4705	NDUFA10
A0A8J1LSE8	gpd2.L	gpd2.L	2820	GPD2
A0A8J1LSI8	thoc6.L	thoc6.L	79228	THOC6
A0A8J1LSS1	arfgap1.L	arfgap1.L	55738	ARFGAP1
A0A8J1LTN4	ralgapb.L	ralgapb.L	57148	RALGAPB
A0A8J1LU25	prpf40a.L	prpf40a.L	55660	PRPF40A
A0A8J1LU75	map2.L	map2.L	4133	MAP2
A0A8J1LUJ5	clta.S	clta.S	1211	CLTA
A0A8J1LUL8	grsf1.L	grsf1.L	2926	GRSF1
A0A8J1LUZ9	setd1a.L	setd1a.L	9739	SETD1A
A0A8J1LV85	tsc2.L	tsc2.L	7249	TSC2
A0A8J1LVB0	phf20.L	phf20.L	51230	PHF20
A0A8J1LVK7	tns1.L	tns1.L	7145	TNS1
A0A8J1LVV8	dync1i2.S	dync1i2.S	1781	DYNC1I2
A0A8J1LVW0	casc3.S	casc3.S	22794	CASC3
A0A8J1LVW8	dus1l.S	dus1l.S	64118	DUS1L
A0A8J1LVY8	gpd2.S	gpd2.S	2820	GPD2
A0A8J1LW33	tpd52l2.S	tpd52l2.S	7165	TPD52L2
A0A8J1LW67	atad5.L	atad5.L	79915	ATAD5
A0A8J1LW84	zmynd8.S	zmynd8.S	23613	ZMYND8
A0A8J1LW94	dnpep.S	dnpep.S	23549	DNPEP
A0A8J1LWL1	mvp.S	mvp.S	9961	MVP
A0A8J1LWN7	marchf7.S	marchf7.S	64844	MARCHF7
A0A8J1LWT8	smg1.S	smg1.S	23049	SMG1
A0A8J1LXH5	myh11.L	myh11.L	4629	MYH11
A0A8J1LXK7	tuba1l.S	tuba1l.S	79861	TUBAL3
A0A8J1LY11	pkp4.S	pkp4.S	8502	PKP4
A0A8J1LY67	prkca.S	prkca.S	5578	PRKCA
A0A8J1LYB1	spire1.S	spire1.S	56907	SPIRE1
A0A8J1LYP2	mtx3.L	mtx3.L	345778	MTX3
A0A8J1LYY1	trim36.L	trim36.L	55521	TRIM36
A0A8J1LZ86	rab3gap1.S	rab3gap1.S	22930	RAB3GAP1
A0A8J1LZT1	stau1.S	stau1.S	6780	STAU1
A0A8J1M099	acox1.S	acox1.S	51	ACOX1
A0A8J1M0E1	hat1.S	hat1.S	8520	HAT1
A0A8J1M0M6	pdlim5.L	pdlim5.L	10611	PDLIM5
A0A8J1M0S2	wfs1.S	wfs1.S	7466	WFS1
A0A8J1M1D0	setd1a.S	setd1a.S	9739	SETD1A
A0A8J1M1E6	larp1b.S	larp1b.S	55132	LARP1B
A0A8J1M1J6	mapt.S	mapt.S	4137	MAPT
A0A8J1M1N1	kdm3a.L	kdm3a.L	55818	KDM3A
A0A8J1M2F2	sun1.S	sun1.S	23353	SUN1
A0A8J1M2M8	myo9b.S	myo9b.S	4650	MYO9B
A0A8J1M2P1	ung.L	ung.L	7374	UNG
A0A8J1M3E2	git2.L	git2.L	9815	GIT2
A0A8J1M3E7	specc1l.S	specc1l.S	23384	SPECC1L
A0A8J1M3E9	elf2.L	elf2.L	1998	ELF2
A0A8J1M3S6	slc12a2.S	slc12a2.S	6558	SLC12A2
A0A8J1M3U2	sugp1.S	sugp1.S	57794	SUGP1
A0A8J1M3U4	trim36.S	trim36.S	55521	TRIM36
A0A8J1M3W4	dok1.L	dok1.L	1796	DOK1
A0A8J1M3Y9	rasa1.S	rasa1.S	5921	RASA1
A0A8J1M458	herc3.L	herc3.L	8916	HERC3
A0A8J1M4U7	lmo7.L	lmo7.L	4008	LMO7
A0A8J1M4Z6	b4galnt1.L	b4galnt1.L	2583	B4GALNT1
A0A8J1M535	flot2.L	flot2.L	2319	FLOT2
A0A8J1M541	ap2b1.L	ap2b1.L	163	AP2B1
A0A8J1M5B9	myo1a.L	myo1a.L	4640	MYO1A
A0A8J1M5G2	cltc.L	cltc.L	1213	CLTC
A0A8J1M5H4	folr1.L	folr1.L	2348	FOLR1
A0A8J1M5J1	aaas.L	aaas.L	8086	AAAS
A0A8J1M5J2	mars1.L	mars1.L	4141	MARS1
A0A8J1M5J6	ints4.L	ints4.L	92105	INTS4
A0A8J1M5P0	donson.L	donson.L	29980	DONSON
A0A8J1M5S8	cwf19l2.L	cwf19l2.L	143884	CWF19L2
A0A8J1M5U4	cnpy2.L	cnpy2.L	10330	CNPY2
A0A8J1M665	ddx3x.L	ddx3x.L	1654	DDX3X
A0A8J1M680	epb41.L	epb41.L	2035	EPB41
A0A8J1M6B6	brip1.L	brip1.L	83990	BRIP1
A0A8J1M6E2	gramd1c.L	gramd1c.L	54762	GRAMD1C
A0A8J1M6I0	mis12.L	mis12.L	79003	MIS12
A0A8J1M6N2	spag17.L	spag17.L	200162	SPAG17
A0A8J1M6Q0	msantd4.L	msantd4.L	84437	MSANTD4
A0A8J1M6Q3	sarnp.L	sarnp.L	84324	SARNP
A0A8J1M6Q8	me3.L	me3.L	10873	ME3
A0A8J1M6W3	csde1.L	csde1.L	7812	CSDE1
A0A8J1M6W7	rabgef1.L	rabgef1.L	27342	RABGEF1
A0A8J1M6X5	stim1.L	stim1.L	6786	STIM1
A0A8J1M6Y4	gtf2e1.L	gtf2e1.L	2960	GTF2E1
A0A8J1M717	atm.L	atm.L	472	ATM
A0A8J1M793	cadm2.L	cadm2.L	253559	CADM2
A0A8J1M7A9	tbc1d4.L	tbc1d4.L	9882	TBC1D4
A0A8J1M7E3	dhrsx.L	dhrsx.L	207063	DHRSX
A0A8J1M7I0	supt6h.L	supt6h.L	6830	SUPT6H
A0A8J1M7K6	myo18a.L	myo18a.L	399687	MYO18A
A0A8J1M815	brwd1.L	brwd1.L	54014	BRWD1
A0A8J1M841	synj1.L	synj1.L	8867	SYNJ1
A0A8J1M847	cnksr1.L	cnksr1.L	10256	CNKSR1
A0A8J1M8J0	ubap1.L	ubap1.L	51271	UBAP1
A0A8J1M8M9	mov10.L	mov10.L	4343	MOV10
A0A8J1M956	ncor1.L	ncor1.L	9611	NCOR1
A0A8J1M9F1	nf1.L	nf1.L	4763	NF1
A0A8J1M9T5	zbtb39.L	zbtb39.L	9880	ZBTB39
A0A8J1MA44	p2rx1.L	p2rx1.L	5023	P2RX1
A0A8J1MAF7	arhgef7.L	arhgef7.L	8874	ARHGEF7
A0A8J1MAJ6	mycbp2.L	mycbp2.L	23077	MYCBP2
A0A8J1MAK3	col16a1.L	col16a1.L	1307	COL16A1
A0A8J1MAR9	dgka.L	dgka.L	1606	DGKA
A0A8J1MAY9	strip1.S	strip1.S	85369	STRIP1
A0A8J1MB46	ranbp2.L	ranbp2.L	5903	RANBP2
A0A8J1MB61	ddx3x.S	ddx3x.S	1654	DDX3X
A0A8J1MBC9	srpk1.S	srpk1.S	6732	SRPK1
A0A8J1MBK1	upk1b.S	upk1b.S	7348	UPK1B
A0A8J1MBL5	srrm1.S	srrm1.S	10250	SRRM1
A0A8J1MBS7	ddx10.S	ddx10.S	1662	DDX10
A0A8J1MBW7	stard13.L	stard13.L	90627	STARD13
A0A8J1MBW8	lmo7.S	lmo7.S	4008	LMO7
A0A8J1MBX7	ndufb4.S	ndufb4.S	4710	NDUFB4
A0A8J1MC10	elk4.S	elk4.S	2005	ELK4
A0A8J1MC42	ift74.L	ift74.L	80173	IFT74
A0A8J1MC63	ncor1.S	ncor1.S	9611	NCOR1
A0A8J1MCN8	npat.S	npat.S	4863	NPAT
A0A8J1MCU3	tcea3.S	tcea3.S	6920	TCEA3
A0A8J1MD28	kpna6.S	kpna6.S	23633	KPNA6
A0A8J1MD41	rabgef1.S	rabgef1.S	27342	RABGEF1
A0A8J1MD52	csde1.S	csde1.S	7812	CSDE1
A0A8J1MDE2	rbbp5.S	rbbp5.S	5929	RBBP5
A0A8J1MDH8	plekha6.S	plekha6.S	22874	PLEKHA6
A0A8J1MDJ3	tfeb.S	tfeb.S	7942	TFEB
A0A8J1ME92	ap2b1.S	ap2b1.S	163	AP2B1
A0A8J1MEA6	nipsnap2.S	nipsnap2.S	2631	NIPSNAP2
A0A8J1MEZ6	traf3ip3.S	traf3ip3.S	80342	TRAF3IP3
A0A8J1MF51	cltc.S	cltc.S	1213	CLTC
A0A8J1MF91	ankfy1.S	ankfy1.S	51479	ANKFY1
A0A8J1MFD5	mycbp2.S	mycbp2.S	23077	MYCBP2
A0A8J1MFT0	ppme1.S	ppme1.S	51400	PPME1
A0A8J1MFY6	lrch1.S	lrch1.S	23143	LRCH1
A0A8J1MG66	rabep1.S	rabep1.S	9135	RABEP1
A0A8J1MG81	dnm2.L	dnm2.L	1785	DNM2
A0A8J1MGP2	dnm1l.L	dnm1l.L	10059	DNM1L
A0A8J1MGQ5	pkm.L	pkm.L	5315	PKM
A0A8J1MGY3	ppp3cb.L	ppp3cb.L	5532	PPP3CB
A0A8J1MH05	chchd3.L	chchd3.L	54927	CHCHD3
A0A8J1MH27	aass.L	aass.L	10157	AASS
A0A8J1MH84	atp2b1.L	atp2b1.L	490	ATP2B1
A0A8J1MHD6	thg1l.L	thg1l.L	54974	THG1L
A0A8J1MHF5	nup50.L	nup50.L	10762	NUP50
A0A8J1MHK1	pus7.L	pus7.L	54517	PUS7
A0A8J1MI00	ppp6r2.L	ppp6r2.L	9701	PPP6R2
A0A8J1MI53	fbln1.L	fbln1.L	2192	FBLN1
A0A8J1MIH1	larp1.L	larp1.L	23367	LARP1
A0A8J1MIK3	gfpt2.L	gfpt2.L	9945	GFPT2
A0A8J1MIL3	impdh1.L	impdh1.L	3614	IMPDH1
A0A8J1MIM7	taf6.L	taf6.L	6878	TAF6
A0A8J1MJL3	tbxas1.L	tbxas1.L	6916	TBXAS1
A0A8J1MK67	cfap43.L	cfap43.L	80217	CFAP43
A0A8J1MK90	scyl2.L	scyl2.L	55681	SCYL2
A0A8J1MKF5	fgd6.L	fgd6.L	55785	FGD6
A0A8J1MKK2	osbpl8.L	osbpl8.L	114882	OSBPL8
A0A8J1ML45	atxn7l1.L	atxn7l1.L	222255	ATXN7L1
A0A8J1ML92	flnc.L	flnc.L	2318	FLNC
A0A8J1ML97	ccdc38.L	ccdc38.L	120935	CCDC38
A0A8J1MLA7	sbf1.L	sbf1.L	6305	SBF1
A0A8J1MLG8	ppp1r12a.L	ppp1r12a.L	4659	PPP1R12A
A0A8J1MLH9	edc3.L	edc3.L	80153	EDC3
A0A8J1MLW1	prc1.L	prc1.L	9055	PRC1
A0A8J1MM68	spg11.L	spg11.L	80208	SPG11
A0A8J1MMC2	snrnp200.L	snrnp200.L	23020	SNRNP200
A0A8J1MMF3	vps13c.L	vps13c.L	54832	VPS13C
A0A8J1MMN9	myo5c.L	myo5c.L	55930	MYO5C
A0A8J1MMR7	cadps2.L	cadps2.L	93664	CADPS2
A0A8J1MMS9	tacc1.L	tacc1.L	6867	TACC1
A0A8J1MMT9	camsap3.L	camsap3.L	57662	CAMSAP3
A0A8J1MMU3	unc45a.L	unc45a.L	55898	UNC45A
A0A8J1MN77	pfkfb3.L	pfkfb3.L	5209	PFKFB3
A0A8J1MNC0	cnnm4.L	cnnm4.L	26504	CNNM4
A0A8J1MNV6	cpeb4.S	cpeb4.S	80315	CPEB4
A0A8J1MNV7	lemd3.S	lemd3.S	23592	LEMD3
A0A8J1MNW5	ddx39a.S	ddx39a.S	10212	DDX39A
A0A8J1MP02	stk38l.S	stk38l.S	23012	STK38L
A0A8J1MP05	nampt.S	nampt.S	10135	NAMPT
A0A8J1MP11	raver1.L	raver1.L	125950	RAVER1
A0A8J1MP45	lrrk1.L	lrrk1.L	79705	LRRK1
A0A8J1MPL6	aldh3b2.L	aldh3b2.L	222	ALDH3B2
A0A8J1MPS2	dnm1l.S	dnm1l.S	10059	DNM1L
A0A8J1MPU1	sin3a.S	sin3a.S	25942	SIN3A
A0A8J1MPX9	yeats4.S	yeats4.S	8089	YEATS4
A0A8J1MQ12	cav1.S	cav1.S	857	CAV1
A0A8J1MQ50	copg2.S	copg2.S	26958	COPG2
A0A8J1MQ78	add1.L	add1.L	118	ADD1
A0A8J1MQ88	cltb.S	cltb.S	1212	CLTB
A0A8J1MR51	myo5a.S	myo5a.S	4644	MYO5A
A0A8J1MR60	pwwp2a.S	pwwp2a.S	114825	PWWP2A
A0A8J1MR62	mns1.S	mns1.S	55329	MNS1
A0A8J1MR97	pphln1.S	pphln1.S	51535	PPHLN1
A0A8J1MRE8	htt.L	htt.L	3064	HTT
A0A8J1MRS4	ppp1r12a.S	ppp1r12a.S	4659	PPP1R12A
A0A8J1MRU8	znf710.S	znf710.S	374655	ZNF710
A0A8J1MSC0	fryl.L	fryl.L	285527	FRYL
A0A8J1MT47	cenpp.L	cenpp.L	401541	CENPP
A0A8J1MT83	ccdc18.L	ccdc18.L	343099	CCDC18
A0A8J1MTC9	rps13.L	rps13.L	6207	RPS13
A0A8J1MTF5	pdhb.L	pdhb.L	5162	PDHB
A0A8J1MTJ7	gtf2h1.L	gtf2h1.L	2965	GTF2H1
A0A8J1MTM9	kank2.S	kank2.S	25959	KANK2
A0A8J1MTS6	misp3.S	misp3.S	113230	MISP3
A0A8J1MTW5	wasl.S	wasl.S	8976	WASL
A0A8J1MU36	triobp.L	triobp.L	11078	TRIOBP
A0A8J1MU40	saal1.L	saal1.L	113174	SAAL1
A0A8J1MU74	ckap5.L	ckap5.L	9793	CKAP5
A0A8J1MUN1	tmem184b.L	tmem184b.L	25829	TMEM184B
A0A8J1MUN7	ssx2ip.L	ssx2ip.L	117178	SSX2IP
A0A8J1MUY7	nek1.L	nek1.L	4750	NEK1
A0A8J1MV15	nckipsd.L	nckipsd.L	51517	NCKIPSD
A0A8J1MV26	trmt13.L	trmt13.L	54482	TRMT13
A0A8J1MV33	mgll.L	mgll.L	11343	MGLL
A0A8J1MV89	madd.L	madd.L	8567	MADD
A0A8J1MVG7	ppfia1.L	ppfia1.L	8500	PPFIA1
A0A8J1MVJ5	shank2.L	shank2.L	22941	SHANK2
A0A8J1MVN3	eif2b3.L	eif2b3.L	8891	EIF2B3
A0A8J1MVQ0	ifrd2.L	ifrd2.L	7866	IFRD2
A0A8J1MVW2	plekha7.L	plekha7.L	144100	PLEKHA7
A0A8J1MW67	arfgap2.L	arfgap2.L	84364	ARFGAP2
A0A8J1MW83	tsg101.L	tsg101.L	7251	TSG101
A0A8J1MWE8	ano5.L	ano5.L	203859	ANO5
A0A8J1MWG7	ap2a2.L	ap2a2.L	161	AP2A2
A0A8J1MWK8	pick1.L	pick1.L	9463	PICK1
A0A8J1MXU3	apeh.L	apeh.L	327	APEH
A0A8J1MYH1	ppa1.L	ppa1.L	5464	PPA1
A0A8J1MYT0	dab2ip.L	dab2ip.L	153090	DAB2IP
A0A8J1MYV0	cep350.L	cep350.L	9857	CEP350
A0A8J1MZ97	dock7.L	dock7.L	85440	DOCK7
A0A8J1MZA4	LOC108714692	prrt3.L	285368	PRRT3
A0A8J1MZJ3	yipf4.S	yipf4.S	84272	YIPF4
A0A8J1MZK7	abcd3.S	abcd3.S	5825	ABCD3
A0A8J1N0D5	far1.S	far1.S	84188	FAR1
A0A8J1N0E4	itpr1.S	itpr1.S	3708	ITPR1
A0A8J1N0I5	sh3glb1.S	sh3glb1.S	51100	SH3GLB1
A0A8J1N0I9	nup54.L	nup54.L	53371	NUP54
A0A8J1N0M3	dynlrb2.S	dynlrb2.S	83657	DYNLRB2
A0A8J1N0U6	c9.L	c9.L	735	C9
A0A8J1N118	mark2.S	mark2.S	2011	MARK2
A0A8J1N1A4	septin11.L	septin11.L	55752	SEPTIN11
A0A8J1N1K8	aktip.S	aktip.S	64400	AKTIP
A0A8J1N1V7	trmt1l.S	trmt1l.S	81627	TRMT1L
A0A8M2	lsm14a-a	lsm14a.L	26065	LSM14A
A0A9J3	ptgs1.S	ptgs1.S	5742	PTGS1
A0AUS4	dlat.L	dlat.L	1737	DLAT
A0AUS6	ddx52.S	ddx52.S	11056	DDX52
A0AUT0	tm9sf4.L	tm9sf4.L	9777	TM9SF4
A0AUU1	mlh1.S	mlh1.S	4292	MLH1
A0AUU7	aldh4a1.L	aldh4a1.L	8659	ALDH4A1
A0JMR5	tacc3.L	tacc3.L	10460	TACC3
A0JMS4	commd10.L	commd10.L	51397	COMMD10
A0JMS9	krtcap3.L	krtcap3.L	200634	KRTCAP3
A0JMU5	prmt9	prmt9.L	90826	PRMT9
A0JMV8	usp3.L	usp3.L	9960	USP3
A0JMV9	gcc1.L	gcc1.L	79571	GCC1
A0JMW1	gclc.L	gclc.L	2729	GCLC
A0JMW3	ints7.S	ints7.S	25896	INTS7
A0JMW6	tmem214-a	tmem214.L	54867	TMEM214
A0JMY5	nfxl1	nfxl1.L	152518	NFXL1
A0JMY7	slc27a6.L	slc27a6.L	28965	SLC27A6
A0JMZ1	nusap1-b	nusap1.L	51203	NUSAP1
A0JPH4	scap	scap.S	22937	SCAP
A0JPH5	zc3h10.L	zc3h10.L	84872	ZC3H10
A0JPH7	cep41-b	cep41.L	95681	CEP41
A0JPH9	xab2.L	xab2.L	56949	XAB2
A0JPI0	haus6.L	haus6.L	54801	HAUS6
A0MP03	myo1c-a	myo1c.S	4641	MYO1C
A0PCL5	chaf1b.L	chaf1b.L	8208	CHAF1B
A1A5J6	cdc5l.L	cdc5l.L	988	CDC5L
A1A5J8	smarcd1.L	smarcd1.L	6602	SMARCD1
A1A5K3	chd7.L	chd7.L	55636	CHD7
A1A5K4	utp25.S	utp25.S	27042	UTP25
A1A626	hax1.L	hax1.L	10456	HAX1
A1DPK8	tmod3.L	tmod3.L	29766	TMOD3
A1L106	eif2d.S	eif2d.S	1939	EIF2D
A1L1C2	pld6	pld6.S	201164	PLD6
A1L1C4	siva1.L	siva1.L	10572	SIVA1
A1L1G4	dcaf5.L	dcaf5.L	8816	DCAF5
A1L1G8	brd3.S	brd3.S	8019	BRD3
A1L1H2	pip4k2b.S	pip4k2b.S	8396	PIP4K2B
A1L1H3	tdrd5	tdrd5.L	163589	TDRD5
A1L1H7	supt5h.S	supt5h.S	6829	SUPT5H
A1L2G6	tbc1d10a.L	tbc1d10a.L	83874	TBC1D10A
A1L2H2	hk2.L	hk2.L	3099	HK2
A1L2H5	ap1b1.S	ap1b1.S	162	AP1B1
A1L2H7	pan2.L	pan2.L	9924	PAN2
A1L2I2	chtf8.L	chtf8.L	54921	CHTF8
A1L2I9	tmem214-b	tmem214.S	54867	TMEM214
A1L2J2	lysmd1.L	lysmd1.L	388695	LYSMD1
A1L2J7	aven.L	aven.L	57099	AVEN
A1L2K5	rbm42.L	rbm42.L	79171	RBM42
A1L2K8	nudcd3.S	nudcd3.S	23386	NUDCD3
A1L2M2	rtn4ip1.L	rtn4ip1.L	84816	RTN4IP1
A1L2N1	fkbp8.L	fkbp8.L	23770	FKBP8
A1L2N4	cd38.L	cd38.L	952	CD38
A1L2N9	tmf1.L	tmf1.L	7110	TMF1
A1L2P0	sec23ip.S	sec23ip.S	11196	SEC23IP
A1L2P3	slc49a3.S	slc49a3.S	84179	SLC49A3
A1L2Q8	pycr3	pycr3.L	65263	PYCR3
A1L2Q9	gemin8.S	gemin8.S	54960	GEMIN8
A1L2R7	tmem120a	tmem120a.L	83862	TMEM120A
A1L2S8	zfpl1	zfpl1.L	7542	ZFPL1
A1L2T4	dnajb11.L	dnajb11.L	51726	DNAJB11
A1L2W2	lgals8.S	lgals8.S	3964	LGALS8
A1L2Y1	fsip1	fsip1.L	161835	FSIP1
A1L3D9	zp2.L	zp2.L	7783	ZP2
A1L3E3	gpnmb.L	gpnmb.L	10457	GPNMB
A1L3I2	mex3d.S	mex3d.S	399664	MEX3D
A1L3J1	bsg.L	bsg.L	682	BSG
A1L3M0	radx.L	radx.L	55086	RADX
A1L3M2	alg1.L	alg1.L	56052	ALG1
A1L3M5	larp4.L	larp4.L	113251	LARP4
A1L3N1	phgdh.S	phgdh.S	26227	PHGDH
A2BD64	mrps36.S	mrps36.S	92259	MRPS36
A2BD76	polr2g.L	polr2g.L	5436	POLR2G
A2BD80	mrpl37.L	mrpl37.L	51253	MRPL37
A2BD83	paf1	paf1.L	54623	PAF1
A2BD85	ubxn6.L	ubxn6.L	80700	UBXN6
A2BD90	armh1.L	armh1.L	339541	ARMH1
A2BD92	tmem11-a	tmem11.L	8834	TMEM11
A2BD95	nol11.L	nol11.L	25926	NOL11
A2RRT2	scd.L	scd.L	6319	SCD
A2RRW9	cops4.L	cops4.L	51138	COPS4
A2RRX6	npat	npat.S	4863	NPAT
A2RV57	atp2a2.S	atp2a2.S	488	ATP2A2
A2RV60	ecpas.L	ecpas.L	23392	ECPAS
A2RV70	znf326	znf326.S	284695	ZNF326
A2RV76	rnf14.5.S	rnf14.5.S	9604	RNF14
A2RV86	nufip2.L	nufip2.L	57532	NUFIP2
A2RV94	psmd8.L	psmd8.L	5714	PSMD8
A2RV96	lrrc34.L	lrrc34.L	151827	LRRC34
A2RVB6	cox6b1.S	cox6b1.S	1340	COX6B1
A2VD00	eif3a	eif3a.S	8661	EIF3A
A2VD65	plpbp.L	plpbp.L	11212	PLPBP
A2VD66	suv39h2.L	suv39h2.L	79723	SUV39H2
A2VD86	wdr74.L	wdr74.L	54663	WDR74
A2VD89	serpini1.L	serpini1.L	5274	SERPINI1
A2VD92	ddx1	ddx1.L	1653	DDX1
A2VD97	mccc2.S	mccc2.S	64087	MCCC2
A2VDA2	sri.L	sri.L	6717	SRI
A2VDA5	rpl7a.L	rpl7a.L	6130	RPL7A
A2VDB0	dnaja3.L	dnaja3.L	9093	DNAJA3
A2VDB5	ppt1.L	ppt1.L	5538	PPT1
A2VDB7	actr6.L	actr6.L	64431	ACTR6
A2VDC2	hibch	hibch.L	26275	HIBCH
A2VDC4	krt15.2.L	krt15.2.L	3866	KRT15
A2VDC5	tmem167a	tmem167a.L	153339	TMEM167A
A2VDD1	arhgap18.L	arhgap18.L	93663	ARHGAP18
A2VDD7	znhit3.L	znhit3.L	9326	ZNHIT3
A3KMI0	dhx29	dhx29.L	54505	DHX29
A3KMT1	ube2j1.L	ube2j1.L	51465	UBE2J1
A3KMT2	dapl1.L	dapl1.L	92196	DAPL1
A3KMT4	tcf25.L	tcf25.L	22980	TCF25
A3KMU4	alb.L	alb.L	213	ALB
A3KMU9	ndufc2.S	ndufc2.S	4718	NDUFC2
A3KNB6	odr4	odr4.L	54953	ODR4
A3KND1	rae1.L	rae1.L	8480	RAE1
A3KNE0	dydc1.L	dydc1.L	143241	DYDC1
A3KNF0	nedd8.L	nedd8.L	4738	NEDD8
A3KNF3	rexo2.L	rexo2.L	25996	REXO2
A4GZV0	diablo	diablo.L	56616	DIABLO
A4IFX1	tmx4.L	tmx4.L	56255	TMX4
A4IFX6	atg16l1.S	atg16l1.S	55054	ATG16L1
A4QNS4	lrr1.L	lrr1.L	122769	LRR1
A5D6R5	nop10.S	nop10.S	55505	NOP10
A5D8M4	spcs2.S	spcs2.S	9789	SPCS2
A5D8N0	mest.L	mest.L	4232	MEST
A5D8N2	dpcd	dpcd.S	25911	DPCD
A5D8N5	srd5a1.S	srd5a1.S	6715	SRD5A1
